id_number,B201220983
categorize,Collision Processes
collision_data_categorize,Cross Section
collision_process,Scattering
sub_process,Elastic
collision_type,Heavy Particle Impact
Theory_Experiment_Recommendation,Theoretical Data
reaction_formula,H+ + H(1s1)
reference_number,2012001248
author,A. S. Kadyrov### I. Bray### A. T. Stelbovics
title_of_record,On-shell coupled-channel approach to proton-hydrogen collisions without partial-wave expansion
journal_name,Phys. Rev. A
volume_and_issue_No,73
page_number,012710
date_of_publication,2006
