Bi4+ + Bi4+ --> Bi3+ + Bi5+
X = Energy (eV),Y = Cross section (cm2)
2.525347e+03,1.470000e-17
3.227796e+03,2.810000e-17
3.634510e+03,2.700000e-17
4.126078e+03,1.810000e-17
4.645861e+03,2.860000e-17
5.317378e+03,2.390000e-17
6.011676e+03,2.930000e-17
6.686537e+03,2.230000e-17
7.528807e+03,3.020000e-17
8.442555e+03,3.530000e-17
9.584322e+03,3.400000e-17
1.074762e+04,3.060000e-17
1.225095e+04,3.640000e-17
1.379421e+04,3.550000e-17
1.521729e+04,3.690000e-17
1.546851e+04,3.450000e-17
1.631350e+04,2.840000e-17
1.720467e+04,3.730000e-17
1.734596e+04,3.390000e-17
1.844383e+04,3.370000e-17
1.953105e+04,3.490000e-17
2.199140e+04,3.130000e-17
2.244597e+04,2.560000e-17
2.496526e+04,2.710000e-17
2.811029e+04,3.190000e-17
3.165138e+04,2.820000e-17
3.563868e+04,3.220000e-17
4.536847e+04,2.820000e-17
5.870768e+04,2.740000e-17
7.412645e+04,2.780000e-17
