Xe4+ + Xe4+ --> Xe3+ + Xe5+
X = Energy (eV),Y = Cross section (cm2)
5.630000e+03,1.640000e-16
7.059996e+03,1.580000e-16
8.949999e+03,1.340000e-16
1.000000e+04,1.480000e-16
1.129999e+04,1.500000e-16
1.260000e+04,1.580000e-16
1.410000e+04,1.440000e-16
1.580000e+04,1.480000e-16
1.780000e+04,1.380000e-16
2.000001e+04,1.470000e-16
2.240000e+04,1.270000e-16
2.510001e+04,1.650000e-16
2.820000e+04,1.390000e-16
3.160000e+04,1.390000e-16
3.550000e+04,1.360000e-16
3.990001e+04,1.630000e-16
4.470000e+04,1.380000e-16
