Xe2+ + Xe --> Xe + Xe2+
X = Energy (eV),Y = Cross section (cm2)
1.795200e-02,2.530000e-14
2.298400e-02,2.110000e-14
3.100800e-02,1.960000e-14
3.903200e-02,1.660000e-14
5.004800e-02,1.440000e-14
6.201600e-02,1.290000e-14
9.098400e-02,1.040000e-14
1.270240e-01,9.220000e-15
2.189600e-01,8.210000e-15
3.386400e-01,6.330000e-15
4.828000e-01,5.140000e-15
7.520800e-01,4.220000e-15
1.229440e+00,3.420000e-15
1.781600e+00,3.620000e-15
2.475200e+00,3.060000e-15
3.794400e+00,2.780000e-15
5.521600e+00,2.910000e-15
7.656800e+00,2.690000e-15
