X,Y
0.120,1.798E+04
0.100,1.084E+04
0.900,4.858E+05
0.800,4.457E+05
0.750,4.230E+05
0.700,3.984E+05
0.600,3.432E+05
0.500,2.796E+05
0.480,2.659E+05
0.460,2.519E+05
0.440,2.376E+05
0.420,2.230E+05
0.400,2.082E+05
0.380,1.932E+05
0.340,1.628E+05
0.360,1.781E+05
0.140,2.672E+04
0.160,3.688E+04
0.180,4.827E+04
0.200,6.069E+04
0.220,7.396E+04
0.240,8.791E+04
0.260,1.024E+05
0.280,1.172E+05
0.300,1.323E+05
0.320,1.475E+05
1.900,6.578E+05
1.100,5.485E+05
1.800,6.518E+05
1.700,6.443E+05
1.600,6.350E+05
1.500,6.235E+05
1.400,6.095E+05
1.300,5.927E+05
1.200,5.725E+05
1.000,5.198E+05
2.900,6.648E+05
2.800,6.668E+05
2.700,6.683E+05
2.600,6.695E+05
2.500,6.701E+05
2.300,6.695E+05
2.400,6.701E+05
2.000,6.623E+05
2.200,6.680E+05
2.100,6.657E+05
3.700,6.398E+05
3.900,6.321E+05
3.800,6.360E+05
3.600,6.435E+05
3.500,6.471E+05
3.400,6.506E+05
3.300,6.539E+05
3.200,6.570E+05
3.100,6.598E+05
3.000,6.624E+05
4.000,6.281E+05
4.200,6.200E+05
4.400,6.118E+05
4.600,6.035E+05
4.800,5.952E+05
5.800,5.547E+05
5.600,5.625E+05
5.200,5.787E+05
5.000,5.869E+05
5.400,5.706E+05
6.000,5.469E+05
6.200,5.393E+05
6.400,5.318E+05
6.600,5.245E+05
6.800,5.174E+05
7.800,4.839E+05
7.600,4.903E+05
7.400,4.968E+05
7.200,5.035E+05
7.000,5.104E+05
8.000,4.777E+05
8.200,4.716E+05
8.400,4.657E+05
8.600,4.599E+05
8.800,4.543E+05
9.000,4.487E+05
9.200,4.433E+05
9.400,4.381E+05
9.600,4.329E+05
9.800,4.279E+05
10.000,4.230E+05
