X,Y
0.120,7.803E+02
0.100,6.060E+02
0.900,1.536E+05
0.800,1.365E+05
0.750,1.269E+05
0.700,1.165E+05
0.600,9.387E+04
0.500,6.897E+04
0.480,6.383E+04
0.460,5.867E+04
0.440,5.351E+04
0.420,4.839E+04
0.400,4.333E+04
0.380,3.835E+04
0.340,2.883E+04
0.360,3.351E+04
0.140,1.172E+03
0.160,1.914E+03
0.180,3.097E+03
0.200,4.771E+03
0.220,6.947E+03
0.240,9.612E+03
0.260,1.273E+04
0.280,1.626E+04
0.300,2.015E+04
0.320,2.436E+04
1.900,2.232E+05
1.100,1.803E+05
1.800,2.213E+05
1.700,2.188E+05
1.600,2.154E+05
1.500,2.110E+05
1.400,2.055E+05
1.300,1.987E+05
1.200,1.904E+05
1.000,1.681E+05
2.900,2.203E+05
2.800,2.216E+05
2.700,2.228E+05
2.600,2.238E+05
2.500,2.246E+05
2.300,2.256E+05
2.400,2.252E+05
2.000,2.245E+05
2.200,2.256E+05
2.100,2.253E+05
3.700,2.073E+05
3.900,2.037E+05
3.800,2.055E+05
3.600,2.090E+05
3.500,2.108E+05
3.400,2.125E+05
3.300,2.142E+05
3.200,2.158E+05
3.100,2.174E+05
3.000,2.189E+05
4.000,2.019E+05
4.200,1.983E+05
4.400,1.947E+05
4.600,1.912E+05
4.800,1.877E+05
5.800,1.716E+05
5.600,1.747E+05
5.200,1.810E+05
5.000,1.843E+05
5.400,1.778E+05
6.000,1.687E+05
6.200,1.658E+05
6.400,1.630E+05
6.600,1.603E+05
6.800,1.577E+05
7.800,1.458E+05
7.600,1.480E+05
7.400,1.504E+05
7.200,1.527E+05
7.000,1.552E+05
8.000,1.436E+05
8.200,1.415E+05
8.400,1.395E+05
8.600,1.375E+05
8.800,1.356E+05
9.000,1.337E+05
9.200,1.319E+05
9.400,1.301E+05
9.600,1.284E+05
9.800,1.267E+05
10.000,1.251E+05
