X,Y
0.260,1.414E-11
0.240,1.518E-12
0.900,6.151E-05
0.800,3.030E-05
0.750,1.993E-05
0.700,1.238E-05
0.600,3.774E-06
0.500,6.994E-07
0.480,4.554E-07
0.460,2.844E-07
0.440,1.692E-07
0.420,9.506E-08
0.400,4.994E-08
0.380,2.420E-08
0.360,1.065E-08
0.340,4.159E-09
0.320,1.403E-09
0.300,3.932E-10
0.280,8.703E-11
1.300,3.940E-04
1.900,1.881E-03
1.800,1.528E-03
1.700,1.221E-03
1.600,9.567E-04
1.400,5.464E-04
1.000,1.099E-04
1.200,2.727E-04
1.100,1.791E-04
1.500,7.329E-04
2.500,5.118E-03
2.900,8.533E-03
2.800,7.574E-03
2.700,6.686E-03
2.600,5.868E-03
2.400,4.431E-03
2.300,3.808E-03
2.200,3.243E-03
2.100,2.736E-03
2.000,2.282E-03
3.900,2.259E-02
3.100,1.068E-02
3.800,2.078E-02
3.700,1.908E-02
3.600,1.746E-02
3.400,1.449E-02
3.500,1.593E-02
3.000,9.567E-03
3.200,1.187E-02
3.300,1.314E-02
4.000,2.448E-02
4.200,2.857E-02
4.400,3.306E-02
4.600,3.797E-02
4.800,4.331E-02
5.000,4.909E-02
5.200,5.533E-02
5.400,6.202E-02
5.600,6.920E-02
5.800,7.685E-02
6.800,1.227E-01
6.600,1.125E-01
6.200,9.365E-02
6.000,8.500E-02
6.400,1.028E-01
7.000,1.334E-01
7.200,1.447E-01
7.400,1.564E-01
7.600,1.688E-01
7.800,1.816E-01
8.200,2.090E-01
8.800,2.543E-01
8.600,2.387E-01
8.400,2.236E-01
8.000,1.951E-01
9.000,2.705E-01
9.200,2.873E-01
9.400,3.046E-01
9.600,3.224E-01
9.800,3.409E-01
10.000,3.599E-01
