id_number,B201869307
categorize,Collision Processes
collision_data_categorize,Rate Coefficient
collision_process,Excitation
sub_process,Rotational
collision_type,Heavy Particle Impact
Theory_Experiment_Recommendation,Theoretical Data
reaction_formula,H2(j=0) + CO(j=1) -> H2(j=0) + CO(j'=5)
reference_number,2018000409
author,Rudolf Goldflam and  Donald J. Kouri### Sheldon Green
title_of_record,On the factorization and fitting of molecular scattering information 
journal_name,JOURNAL OF CHEMICAL PHYSICS
volume_and_issue_No,67
page_number,5661
date_of_publication,1977
