id_number,B201207914
categorize,Collision Processes
collision_data_categorize,Cross Section
collision_process,Charge Transfer
sub_process,Single
collision_type,Heavy Particle Impact
Theory_Experiment_Recommendation,Experimental Data
reaction_formula,H+ + CO(v=0) -> H(1s1,2S) + CO+(v=0)
reference_number,2012000484
author,T. Kusakabe### K. Asahina### J. P. Gu### G. Hirsch### R. J. Buenker### M. Kimura### H. Tawara### Y. Nakai
title_of_record,Charge-transfer processes in collisions of H+ ions with H2, D2, CO, and CO2< molecules in the energy range 0.2¨C4.0 keV
journal_name,Phys. Rev. A
volume_and_issue_No,62
page_number,062714
date_of_publication,2000
