X,Y
0.120,7.048E-07
0.100,6.157E-08
0.900,1.528E-01
0.800,9.715E-02
0.750,7.538E-02
0.700,5.721E-02
0.600,3.032E-02
0.500,1.377E-02
0.480,1.146E-02
0.460,9.438E-03
0.440,7.681E-03
0.420,6.168E-03
0.400,4.879E-03
0.380,3.793E-03
0.340,2.152E-03
0.360,2.890E-03
0.140,3.851E-06
0.160,1.368E-05
0.180,3.694E-05
0.200,8.276E-05
0.220,1.623E-04
0.240,2.885E-04
0.260,4.755E-04
0.280,7.386E-04
0.300,1.094E-03
0.320,1.559E-03
1.900,2.083E+00
1.100,3.217E-01
1.800,1.750E+00
1.700,1.451E+00
1.600,1.187E+00
1.500,9.550E-01
1.400,7.545E-01
1.300,5.834E-01
1.200,4.398E-01
1.000,2.269E-01
2.900,7.522E+00
2.800,6.801E+00
2.700,6.119E+00
2.600,5.477E+00
2.500,4.876E+00
2.300,3.790E+00
2.400,4.313E+00
2.000,2.454E+00
2.200,3.306E+00
2.100,2.861E+00
3.700,1.468E+01
3.900,1.684E+01
3.800,1.575E+01
3.600,1.366E+01
3.500,1.267E+01
3.400,1.171E+01
3.300,1.080E+01
3.200,9.922E+00
3.100,9.083E+00
3.000,8.283E+00
4.000,1.798E+01
4.200,2.034E+01
4.400,2.283E+01
4.600,2.544E+01
4.800,2.817E+01
5.800,4.330E+01
5.600,4.010E+01
5.200,3.394E+01
5.000,3.100E+01
5.400,3.697E+01
6.000,4.658E+01
6.200,4.992E+01
6.400,5.334E+01
6.600,5.681E+01
6.800,6.033E+01
7.800,7.855E+01
7.600,7.484E+01
7.400,7.116E+01
7.200,6.751E+01
7.000,6.390E+01
8.000,8.228E+01
8.200,8.604E+01
8.400,8.981E+01
8.600,9.359E+01
8.800,9.739E+01
9.000,1.012E+02
9.200,1.050E+02
9.400,1.088E+02
9.600,1.126E+02
9.800,1.164E+02
10.000,1.202E+02
