Ar15+ + H(1s) --> Ar14+(n=19,l=10) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,1.077800e-20
8.000000e+05,5.181000e-20
9.333200e+05,9.007000e-20
1.400000e+06,3.521900e-19
1.600000e+06,1.190000e-17
2.800000e+06,1.190000e-17
3.333320e+06,1.708200e-17
5.000000e+06,1.560000e-17
1.000000e+07,1.162500e-18
