Ar15+ + H(1s) --> Ar14+(n=11,l=0) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,3.125500e-19
8.000000e+05,5.618700e-19
9.333200e+05,5.146800e-19
1.400000e+06,3.175500e-19
1.600000e+06,1.602100e-18
2.800000e+06,1.602100e-18
3.333320e+06,1.749500e-18
5.000000e+06,7.211300e-19
1.000000e+07,6.841600e-20
