Ar15+ + H(1s) --> Ar14+(n=11,l=7) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,2.059600e-18
8.000000e+05,7.807200e-18
9.333200e+05,1.370200e-17
1.400000e+06,2.816700e-17
1.600000e+06,7.364700e-17
2.800000e+06,7.364700e-17
3.333320e+06,7.140500e-17
5.000000e+06,3.590500e-17
1.000000e+07,4.723000e-18
