Ar15+ + H(1s) --> Ar14+(n=18,l=6) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,7.436500e-20
8.000000e+05,1.259500e-19
9.333200e+05,2.147800e-19
1.400000e+06,1.015300e-18
1.600000e+06,2.457300e-18
2.800000e+06,2.457300e-18
3.333320e+06,4.673700e-18
5.000000e+06,6.875400e-18
1.000000e+07,1.019600e-18
