Ar15+ + H(1s) --> Ar14+(n=16,l=6) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,9.484200e-20
8.000000e+05,2.268900e-19
9.333200e+05,3.879900e-19
1.400000e+06,1.928400e-18
1.600000e+06,3.891800e-18
2.800000e+06,3.891800e-18
3.333320e+06,8.697000e-18
5.000000e+06,9.605500e-18
1.000000e+07,1.381000e-18
