Ar15+ + H(1s) --> Ar14+(n=10,l=2) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,3.031700e-18
8.000000e+05,4.011700e-18
9.333200e+05,3.834400e-18
1.400000e+06,2.595700e-18
1.600000e+06,2.655800e-17
2.800000e+06,2.655800e-17
3.333320e+06,2.071900e-17
5.000000e+06,7.368100e-18
1.000000e+07,7.417800e-19
