Ar10+ + Ar --> Ar8+ + Ar10+
X = Energy (eV),Y = Cross section (cm2)
4.200000e+07,4.350100e-19
Ar10+ + Ar --> Ar9+ + Ar3+
X = Energy (eV),Y = Cross section (cm2)
4.200000e+07,8.300100e-19
