Ar15+ + H(1s) --> Ar14+(n=13,l=1) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,1.023900e-19
8.000000e+05,3.367600e-19
9.333200e+05,4.770700e-19
1.400000e+06,5.798400e-19
1.600000e+06,1.506400e-18
2.800000e+06,1.506400e-18
3.333320e+06,3.039600e-18
5.000000e+06,1.703500e-18
1.000000e+07,1.883100e-19
