Ar15+ + H(1s) --> Ar14+(n=17,l=7) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,8.190900e-20
8.000000e+05,1.616800e-19
9.333200e+05,2.929700e-19
1.400000e+06,1.448400e-18
1.600000e+06,5.544700e-18
2.800000e+06,5.544700e-18
3.333320e+06,9.398900e-18
5.000000e+06,1.085200e-17
1.000000e+07,1.577800e-18
