Ar15+ + H(1s) --> Ar14+(n=11,l=4) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,1.786900e-18
8.000000e+05,4.855800e-18
9.333200e+05,6.523600e-18
1.400000e+06,6.815400e-18
1.600000e+06,3.291000e-17
2.800000e+06,3.291000e-17
3.333320e+06,3.203000e-17
5.000000e+06,1.347000e-17
1.000000e+07,1.475100e-18
