Ar15+ + H(1s) --> Ar14+(n=14,l=10) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,1.552000e-19
8.000000e+05,1.706100e-19
9.333200e+05,2.890100e-19
1.400000e+06,1.983700e-18
1.600000e+06,5.492800e-17
2.800000e+06,5.492800e-17
3.333320e+06,6.315400e-17
5.000000e+06,3.793600e-17
1.000000e+07,1.490200e-18
