Ar15+ + H(1s) --> Ar14+(n=19,l=1) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,6.466500e-21
8.000000e+05,1.786500e-20
9.333200e+05,3.860100e-20
1.400000e+06,1.501200e-19
1.600000e+06,7.852200e-20
2.800000e+06,7.852200e-20
3.333320e+06,3.529400e-19
5.000000e+06,6.349600e-19
1.000000e+07,7.513400e-20
