Ar15+ + H(1s) --> Ar14+(n=16,l=2) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,2.909900e-20
8.000000e+05,9.736700e-20
9.333200e+05,1.850900e-19
1.400000e+06,5.113800e-19
1.600000e+06,3.173900e-19
2.800000e+06,3.173900e-19
3.333320e+06,3.813100e-18
5.000000e+06,2.803400e-18
1.000000e+07,2.604100e-19
