Ar15+ + H(1s) --> Ar14+(n=13,l=10) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,3.287200e-19
8.000000e+05,2.072400e-19
9.333200e+05,5.414100e-19
1.400000e+06,3.730600e-18
1.600000e+06,8.373100e-17
2.800000e+06,8.373100e-17
3.333320e+06,8.862800e-17
5.000000e+06,4.604000e-17
1.000000e+07,1.154400e-18
