Ar15+ + H(1s) --> Ar14+(n=17,l=10) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,3.341000e-20
8.000000e+05,6.788900e-20
9.333200e+05,1.138200e-19
1.400000e+06,6.367600e-19
1.600000e+06,1.981900e-17
2.800000e+06,1.981900e-17
3.333320e+06,2.687700e-17
5.000000e+06,2.179900e-17
1.000000e+07,1.439600e-18
