Ar15+ + H(1s) --> Ar14+(n=14) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,2.054200e-18
8.000000e+05,4.875500e-18
9.333200e+05,7.805400e-18
1.400000e+06,3.047400e-17
1.600000e+06,2.064400e-16
2.800000e+06,2.064400e-16
3.333320e+06,2.946800e-16
5.000000e+06,1.877600e-16
1.000000e+07,1.554700e-17
