Ar15+ + H(1s) --> Ar14+(n=14,l=1) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,5.065400e-20
8.000000e+05,1.902700e-19
9.333200e+05,3.068300e-19
1.400000e+06,4.487000e-19
1.600000e+06,4.645300e-19
2.800000e+06,4.645300e-19
3.333320e+06,2.251900e-18
5.000000e+06,1.444300e-18
1.000000e+07,1.569900e-19
