Ar15+ + H(1s) --> Ar14+(n=15,l=1) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,2.694400e-20
8.000000e+05,9.826000e-20
9.333200e+05,2.236900e-19
1.400000e+06,3.662200e-19
1.600000e+06,1.636400e-19
2.800000e+06,1.636400e-19
3.333320e+06,1.679700e-18
5.000000e+06,1.262500e-18
1.000000e+07,1.346500e-19
