Ar15+ + H(1s) --> Ar14+(n=18,l=11) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,4.311000e-21
8.000000e+05,2.501200e-20
9.333200e+05,3.662200e-20
1.400000e+06,1.748600e-19
1.600000e+06,1.299400e-17
2.800000e+06,1.299400e-17
3.333320e+06,2.146800e-17
5.000000e+06,1.723600e-17
1.000000e+07,2.971300e-19
