Ar15+ + H(1s) --> Ar14+(n=13,l=2) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,1.519600e-19
8.000000e+05,5.154200e-19
9.333200e+05,8.066700e-19
1.400000e+06,1.139900e-18
1.600000e+06,5.807300e-18
2.800000e+06,5.807300e-18
3.333320e+06,9.914700e-18
5.000000e+06,4.430800e-18
1.000000e+07,4.298000e-19
