Ar15+ + H(1s) --> Ar14+(n=13,l=6) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,4.084700e-19
8.000000e+05,1.193400e-18
9.333200e+05,2.129000e-18
1.400000e+06,6.793200e-18
1.600000e+06,1.626600e-17
2.800000e+06,1.626600e-17
3.333320e+06,2.568900e-17
5.000000e+06,1.687300e-17
1.000000e+07,2.299600e-18
