Ar15+ + H(1s) --> Ar14+(n=17,l=9) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,6.466500e-20
8.000000e+05,1.205900e-19
9.333200e+05,2.029000e-19
1.400000e+06,1.036800e-18
1.600000e+06,1.489600e-17
2.800000e+06,1.489600e-17
3.333320e+06,2.051400e-17
5.000000e+06,1.863900e-17
1.000000e+07,1.971800e-18
