Ar15+ + H(1s) --> Ar14+(n=10,l=0) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,1.105800e-18
8.000000e+05,9.620500e-19
9.333200e+05,8.096400e-19
1.400000e+06,4.511700e-19
1.600000e+06,2.750900e-18
2.800000e+06,2.750900e-18
3.333320e+06,2.246100e-18
5.000000e+06,8.269000e-19
1.000000e+07,7.873000e-20
