Ar15+ + H(1s) --> Ar14+(n=18,l=9) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,2.263300e-20
8.000000e+05,9.200700e-20
9.333200e+05,1.702400e-19
1.400000e+06,7.431600e-19
1.600000e+06,1.170800e-17
2.800000e+06,1.170800e-17
3.333320e+06,1.632800e-17
5.000000e+06,1.583500e-17
1.000000e+07,1.707600e-18
