Ar15+ + H(1s) --> Ar14+(n=17,l=11) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,2.047700e-20
8.000000e+05,1.965200e-20
9.333200e+05,3.464200e-20
1.400000e+06,2.029000e-19
1.600000e+06,1.762100e-17
2.800000e+06,1.762100e-17
3.333320e+06,2.682200e-17
5.000000e+06,2.021700e-17
1.000000e+07,2.542600e-19
