Ar15+ + H(1s) --> Ar14+(n=14,l=6) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,2.478800e-19
8.000000e+05,6.252900e-19
9.333200e+05,1.079800e-18
1.400000e+06,4.379800e-18
1.600000e+06,9.164000e-18
2.800000e+06,9.164000e-18
3.333320e+06,1.777900e-17
5.000000e+06,1.382300e-17
1.000000e+07,1.925500e-18
