Ar10+ + Ar --> Ar8+ + Ar11+
X = Energy (eV),Y = Cross section (cm2)
4.200000e+07,1.190000e-19
Ar10+ + Ar --> Ar9+ + Ar2+
X = Energy (eV),Y = Cross section (cm2)
4.200000e+07,5.140100e-19
