Ar15+ + H(1s) --> Ar14+(n=19,l=0) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,6.466500e-21
8.000000e+05,1.161300e-20
9.333200e+05,1.583600e-20
1.400000e+06,6.516000e-20
1.600000e+06,2.177500e-20
2.800000e+06,2.177500e-20
3.333320e+06,2.236700e-20
5.000000e+06,1.858600e-19
1.000000e+07,2.062900e-20
