Ar15+ + H(1s) --> Ar14+(n=19,l=6) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,5.496600e-20
8.000000e+05,8.218100e-20
9.333200e+05,1.445100e-19
1.400000e+06,7.266600e-19
1.600000e+06,2.101600e-18
2.800000e+06,2.101600e-18
3.333320e+06,3.632800e-18
5.000000e+06,5.895400e-18
1.000000e+07,8.767200e-19
