C3+ + H --> C2+(2s3d 3De) + H+
X = Energy (eV),Y = Cross section (cm2)
1.224000e+03,6.300000e-18
2.028000e+03,7.980000e-18
3.324000e+03,1.090000e-17
4.908000e+03,1.420000e-17
5.988000e+03,1.670000e-17
6.984000e+03,2.020000e-17
8.748000e+03,2.750000e-17
1.086000e+04,3.690000e-17
1.189200e+04,4.340000e-17
1.404000e+04,4.090000e-17
2.040000e+04,3.860000e-17
2.388000e+04,3.860000e-17
2.760000e+04,4.810000e-17
3.708000e+04,8.420000e-17
4.860000e+04,1.310000e-16
5.772000e+04,1.870000e-16
7.308000e+04,2.400000e-16
9.324000e+04,3.260000e-16
1.167600e+05,4.130000e-16
