C+(2P) + H --> C(3P) + H+
X = Energy (eV),Y = Cross section (cm2)
6.890400e+01,9.320000e-22
8.180400e+01,2.613000e-21
9.471600e+01,2.962000e-21
1.076160e+02,3.163000e-21
1.204800e+02,3.685000e-21
1.334400e+02,6.489000e-21
1.464000e+02,6.414000e-21
1.592400e+02,1.003000e-20
2.238000e+02,1.877000e-20
2.883600e+02,4.807000e-20
3.528000e+02,1.054000e-19
4.173600e+02,1.199000e-19
4.812000e+02,2.386000e-19
5.464800e+02,3.258000e-19
6.110400e+02,3.739000e-19
6.754800e+02,5.404000e-19
8.046000e+02,1.378000e-18
9.336000e+02,2.133000e-18
1.062720e+03,2.513000e-18
1.191840e+03,3.829000e-18
1.321200e+03,6.365000e-18
2.611200e+03,2.552000e-17
3.902400e+03,8.132000e-17
5.192400e+03,1.247000e-16
6.483600e+03,1.388000e-16
7.774800e+03,1.751000e-16
9.064800e+03,2.537000e-16
1.035600e+04,3.674000e-16
1.164600e+04,4.981000e-16
1.293600e+04,6.288000e-16
