C2+(1s22s2p) + H(1s) --> C+(1s22s2s3s) + H+
X = Energy (eV),Y = Cross section (cm2)
9.999960e+01,3.262000e-17
6.000000e+02,2.990000e-17
9.999960e+02,3.553000e-17
2.000040e+03,5.057000e-17
5.000040e+03,5.313000e-17
9.999960e+03,3.287000e-17
5.000040e+04,1.758000e-17
9.999960e+04,1.792000e-17
1.500000e+05,1.847000e-17
