Be4+ + H(1s) --> Be3+(2p) + H+
X = Energy (eV),Y = Cross section (cm2)
2.250000e+03,2.110000e-16
4.500000e+03,3.350000e-22
9.000000e+03,1.230000e-20
1.800000e+04,2.790000e-19
2.700000e+04,1.620000e-18
3.600000e+04,4.470000e-18
5.625000e+04,9.250000e-18
8.100000e+04,1.810000e-17
1.125000e+05,3.320000e-17
2.250000e+05,7.860000e-17
4.500000e+05,8.450000e-17
6.750000e+05,5.820000e-17
9.000000e+05,3.630000e-17
1.350000e+06,1.430000e-17
1.800000e+06,5.950000e-18
3.600000e+06,3.720000e-19
5.400000e+06,6.090000e-20
7.200000e+06,1.420000e-20
