Be2+ + H --> Be+(1s2 2s) + H+
X = Energy (eV),Y = Cross section (cm2)
4.950000e+02,9.500100e-16
6.750000e+02,1.300000e-15
9.900000e+02,1.520000e-15
1.170000e+03,1.700000e-15
1.440000e+03,1.850000e-15
1.980000e+03,1.950000e-15
2.970000e+03,2.030000e-15
5.040000e+03,2.100000e-15
6.930000e+03,2.000000e-15
1.080000e+04,1.800000e-15
1.620000e+04,1.680000e-15
2.025000e+04,1.500000e-15
2.880000e+04,1.330000e-15
4.950000e+04,1.200000e-15
6.750000e+04,1.000000e-15
9.900000e+04,7.600100e-16
