Be2+ + H --> Be+(n=2) + H+
X = Energy (eV),Y = Cross section (cm2)
4.950000e+02,1.200000e-15
6.750000e+02,1.540000e-15
9.900000e+02,1.750000e-15
1.170000e+03,2.030000e-15
1.440000e+03,2.070000e-15
1.980000e+03,2.180000e-15
2.970000e+03,2.270000e-15
5.040000e+03,2.380000e-15
6.930000e+03,2.330000e-15
1.080000e+04,2.230000e-15
1.620000e+04,2.160000e-15
2.025000e+04,1.990000e-15
2.880000e+04,1.840000e-15
4.950000e+04,1.710000e-15
6.750000e+04,1.520000e-15
9.900000e+04,1.390000e-15
