Be4+ + H(1s) --> Be3+(3s) + H+
X = Energy (eV),Y = Cross section (cm2)
2.250000e+03,3.090000e-16
4.500000e+03,3.030000e-16
9.000000e+03,3.000000e-16
1.800000e+04,2.870000e-16
2.700000e+04,2.630000e-16
3.600000e+04,2.580000e-16
5.625000e+04,2.680000e-16
8.100000e+04,1.680000e-16
1.125000e+05,1.040000e-16
2.250000e+05,4.830000e-17
4.500000e+05,1.750000e-17
6.750000e+05,7.220000e-18
9.000000e+05,3.820000e-18
1.350000e+06,1.300000e-18
1.800000e+06,6.920000e-19
3.600000e+06,6.950000e-20
5.400000e+06,1.350000e-20
7.200000e+06,3.610000e-21
