Be4+ + H(1s) --> Be3+(3d) + H+
X = Energy (eV),Y = Cross section (cm2)
2.250000e+03,1.690000e-15
4.500000e+03,1.900000e-15
9.000000e+03,2.050000e-15
1.800000e+04,1.920000e-15
2.700000e+04,1.800000e-15
3.600000e+04,1.720000e-15
5.625000e+04,1.590000e-15
8.100000e+04,1.570000e-15
1.125000e+05,1.550000e-15
2.250000e+05,1.090000e-15
4.500000e+05,3.610000e-16
6.750000e+05,1.300000e-16
9.000000e+05,5.150000e-17
1.350000e+06,1.060000e-17
1.800000e+06,2.830000e-18
3.600000e+06,7.740000e-20
5.400000e+06,7.790000e-21
7.200000e+06,1.160000e-21
