Be4+ + He+(2s) --> Be3+(4f) + He2+
X = Energy (eV),Y = Cross section (cm2)
2.700000e+03,1.690000e-17
4.500000e+03,3.680000e-17
6.300000e+03,5.230000e-17
9.000000e+03,7.940000e-17
1.350000e+04,1.500000e-16
1.800000e+04,2.240000e-16
2.700000e+04,3.610000e-16
4.500000e+04,5.410000e-16
