id_number,B201868962
categorize,Collision Processes
collision_data_categorize,Cross Section
collision_process,Scattering
sub_process,Total
collision_type,Heavy Particle Impact
Theory_Experiment_Recommendation,Experimental Data
reaction_formula,He + He1+ -> He + He1+
reference_number,2018000435
author,Fred L. Eisele and  Stephen W. Nagy
title_of_record,Attenuation and single electron charge©\exchange cross sections of He+ on He in the energy range 500¨C5000 eV 
journal_name,JOURNAL OF CHEMICAL PHYSICS
volume_and_issue_No,65
page_number,752
date_of_publication,1976
