X,Y
10,2.95282685808734E-10
100,3.44100289622218E-10
500,3.48812020709214E-10
1000,3.4940550546353E-10
5000,3.49881020227707E-10
10000,3.49940505057213E-10
15000,3.49960335581026E-10
20000,3.49970251264339E-10
30000,3.499801672286E-10
41000,3.49985488105736E-10
