X,Y
1.1450,1.73E+6
1.0000,2.42E+6
1.5000,9.69E+5
1.1450,1.90E+6
2.0000,4.73E+5
3.0000,1.73E+5
4.0000,8.50E+4
4.7820,5.48E+4
4.7820,1.61E+5
5.0000,1.42E+5
5.1040,1.35E+5
5.1040,1.88E+5
5.4530,1.57E+5
5.4530,1.89E+5
6.0000,1.46E+5
8.0000,6.71E+4
10.0000,3.68E+4
15.0000,1.25E+4
20.0000,5.81E+3
29.7780,2.06E+3
30.0000,2.02E+3
34.5600,1.40E+3
34.5600,7.69E+3
40.0000,5.19E+3
50.0000,2.83E+3
60.0000,1.72E+3
80.0000,7.83E+2
100.0000,4.30E+2
150.0000,1.53E+2
200.0000,8.00E+1
300.0000,3.83E+1
400.0000,2.60E+1
500.0000,2.06E+1
600.0000,1.76E+1
800.0000,1.42E+1
1000.0000,1.23E+1
