H+ + H --> H(n=1) + H+
X = Energy (eV),Y = Cross section (cm2)
2.500000e+04,5.080000e-16
3.500000e+04,2.020000e-16
5.000000e+04,6.940000e-17
7.500000e+00,1.810000e-17
1.000000e+05,6.390000e-18
1.250000e+00,2.690000e-18
1.500000e+05,1.280000e-18
2.000000e+05,3.750000e-19
2.500000e+05,1.380000e-19
3.000000e+05,5.890000e-20
4.000000e+05,1.470000e-20
5.000000e+05,4.820000e-21
6.000000e+05,1.900000e-21
7.500000e+05,5.960000e-22
8.500000e+05,3.080000e-22
1.000000e+06,1.290000e-22
1.250000e+06,3.870000e-23
1.500000e+06,1.430000e-23
2.000000e+06,2.920000e-24
2.500000e+06,8.410000e-25
3.500000e+06,1.270000e-25
5.000000e+06,1.680000e-26
7.500000e+06,1.660000e-27
1.000000e+07,3.190000e-28
