H+ + H(1s) --> H(5g) + H+
X = Energy (eV),Y = Cross section (cm2)
4.000000e+04,5.090000e-20
5.000000e+04,1.840000e-20
6.000000e+04,7.760000e-21
7.000000e+04,3.670000e-21
8.000000e+04,1.890000e-21
9.000000e+04,1.040000e-21
1.000000e+05,6.100000e-22
1.250000e+05,1.920000e-22
1.500000e+05,7.370000e-23
2.000000e+05,1.590000e-23
3.000000e+05,1.770000e-24
4.000000e+05,3.680000e-25
5.000000e+05,1.080000e-25
6.000000e+05,3.920000e-26
7.000000e+05,1.660000e-26
8.000000e+05,7.880000e-27
9.000000e+05,4.060000e-27
1.000000e+06,2.240000e-27
2.000000e+06,5.380000e-29
3.000000e+06,5.780000e-30
4.000000e+06,1.190000e-30
5.000000e+06,3.480000e-31
6.000000e+06,1.280000e-31
7.000000e+06,5.470000e-32
8.000000e+06,2.620000e-32
9.000000e+06,1.370000e-32
1.000000e+07,7.690000e-33
