H+ + CH4 --> H
X = Energy (eV),Y = Cross section (cm2)
8.740000e+01,3.740000e-15
1.360000e+02,3.670000e-15
1.880000e+02,3.620000e-15
2.540000e+02,3.520000e-15
2.990000e+02,3.520000e-15
3.440000e+02,3.480000e-15
3.880000e+02,3.450000e-15
4.430000e+02,3.430000e-15
5.180000e+02,3.380000e-15
6.140000e+02,3.360000e-15
7.030000e+02,3.340000e-15
7.880000e+02,3.320000e-15
8.580000e+02,3.320000e-15
9.260000e+02,3.320000e-15
1.010000e+03,3.340000e-15
1.080000e+03,3.340000e-15
1.170000e+03,3.360000e-15
1.250000e+03,3.360000e-15
1.300000e+03,3.380000e-15
1.400000e+03,3.430000e-15
