H+(2s) + Li --> Li+
X = Energy (eV),Y = Cross section (cm2)
1.000000e+03,1.644000e-15
1.155000e+03,1.984000e-15
1.334000e+03,2.374000e-15
1.540000e+03,2.811000e-15
1.778000e+03,3.284000e-15
2.054000e+03,3.774000e-15
2.371000e+03,4.250000e-15
2.738000e+03,4.672000e-15
3.162000e+03,4.996000e-15
3.652000e+03,5.186000e-15
4.217000e+03,5.218000e-15
4.870000e+03,5.092000e-15
5.623000e+03,4.825000e-15
6.494000e+03,4.450000e-15
7.499000e+03,4.007000e-15
8.660000e+03,3.533000e-15
1.000000e+04,3.060000e-15
1.155000e+04,2.615000e-15
1.334000e+04,2.212000e-15
1.540000e+04,1.863000e-15
1.778000e+04,1.569000e-15
2.054000e+04,1.328000e-15
2.371000e+04,1.135000e-15
2.738000e+04,9.811000e-16
3.162000e+04,8.588000e-16
3.652000e+04,7.596000e-16
4.217000e+04,6.769000e-16
4.870000e+04,6.055000e-16
5.623000e+04,5.422000e-16
6.494000e+04,4.850000e-16
7.499000e+04,4.330000e-16
8.660000e+04,3.857000e-16
1.000000e+05,3.427000e-16
1.155000e+05,3.040000e-16
1.334000e+05,2.691000e-16
1.540000e+05,2.378000e-16
1.778000e+05,2.099000e-16
2.054000e+05,1.850000e-16
2.371000e+05,1.629000e-16
2.738000e+05,1.433000e-16
3.162000e+05,1.260000e-16
3.652000e+05,1.107000e-16
4.217000e+05,9.714000e-17
4.870000e+05,8.522000e-17
5.623000e+05,7.472000e-17
6.494000e+05,6.549000e-17
7.499000e+05,5.738000e-17
8.660000e+05,5.025000e-17
1.000000e+06,4.400000e-17
