H1- + H --> H+
X = Energy (eV),Y = Cross section (cm2)
2.000000e+03,3.500000e-17
3.000000e+03,6.600000e-17
4.000000e+03,9.800000e-17
5.000000e+03,1.190000e-16
7.000000e+03,1.470000e-16
9.000000e+03,1.670000e-16
1.100000e+04,1.810000e-16
1.300000e+04,1.810000e-16
1.500000e+04,1.800000e-16
1.800000e+04,1.820000e-16
2.000000e+04,1.780000e-16
2.300000e+04,1.800000e-16
2.500000e+04,1.750000e-16
3.000000e+04,1.720000e-16
3.300000e+04,1.650000e-16
4.000000e+04,1.370000e-16
5.000000e+04,1.180000e-16
6.500000e+04,1.000000e-16
8.000000e+04,9.600000e-17
1.000000e+05,7.900000e-17
1.300000e+05,4.800000e-17
1.600000e+05,4.400000e-17
2.000000e+05,3.400000e-17
2.500000e+05,3.100000e-17
3.000000e+05,2.400000e-17
