H + H --> H(2p)
X = Energy (eV),Y = Cross section (cm2)
4.000000e+03,1.600000e-17
4.500000e+03,1.850000e-17
5.000000e+03,2.400000e-17
6.000000e+03,2.500000e-17
7.000000e+03,2.500000e-17
8.000000e+03,2.250000e-17
9.000000e+03,2.200000e-17
9.500000e+03,2.200000e-17
1.150000e+04,2.050000e-17
1.300000e+04,1.850000e-17
1.500000e+04,2.000000e-17
1.650000e+04,1.950000e-17
1.800000e+04,1.750000e-17
1.900000e+04,1.600000e-17
2.200000e+04,1.500000e-17
2.400000e+04,1.350000e-17
2.600000e+04,1.250000e-17
