H+ + C(3P) --> H + C+(2P)
X = Energy (eV),Y = Cross section (cm2)
3.227000e+00,2.211000e-21
4.302000e+00,5.933000e-21
5.378000e+00,6.904000e-21
6.453000e+00,7.150000e-21
7.529000e+00,7.890000e-21
8.605000e+00,1.265000e-20
9.680000e+00,1.314000e-20
1.076000e+01,1.895000e-20
1.613000e+01,3.201000e-20
2.151000e+01,7.757000e-20
2.689000e+01,1.682000e-19
3.227000e+01,2.037000e-19
3.765000e+01,3.774000e-19
4.302000e+01,5.303000e-19
4.840000e+01,6.235000e-19
5.378000e+01,7.542000e-19
6.453000e+01,2.050000e-18
7.529000e+01,3.322000e-18
8.605000e+01,4.069000e-18
9.680000e+01,5.998000e-18
1.076000e+02,8.685000e-18
2.151000e+02,3.442000e-17
3.227000e+02,1.157000e-16
4.302000e+02,1.889000e-16
5.378000e+02,1.859000e-16
6.453000e+02,2.691000e-16
7.529000e+02,3.896000e-16
8.605000e+02,5.641000e-16
9.680000e+02,7.711000e-16
1.076000e+03,9.844000e-16
