H+(4f) + Li --> Li+
X = Energy (eV),Y = Cross section (cm2)
1.000000e+03,9.254000e-14
1.155000e+03,8.949000e-14
1.334000e+03,8.582000e-14
1.540000e+03,8.161000e-14
1.778000e+03,7.695000e-14
2.054000e+03,7.196000e-14
2.371000e+03,6.677000e-14
2.738000e+03,6.150000e-14
3.162000e+03,5.626000e-14
3.652000e+03,5.115000e-14
4.217000e+03,4.624000e-14
4.870000e+03,4.158000e-14
5.623000e+03,3.723000e-14
6.494000e+03,3.320000e-14
7.499000e+03,2.950000e-14
8.660000e+03,2.613000e-14
1.000000e+04,2.308000e-14
1.155000e+04,2.034000e-14
1.334000e+04,1.788000e-14
1.540000e+04,1.570000e-14
1.778000e+04,1.376000e-14
2.054000e+04,1.204000e-14
2.371000e+04,1.053000e-14
2.738000e+04,9.194000e-15
3.162000e+04,8.025000e-15
3.652000e+04,7.000000e-15
4.217000e+04,6.103000e-15
4.870000e+04,5.319000e-15
5.623000e+04,4.635000e-15
6.494000e+04,4.039000e-15
7.499000e+04,3.520000e-15
8.660000e+04,3.068000e-15
1.000000e+05,2.674000e-15
1.155000e+05,2.332000e-15
1.334000e+05,2.035000e-15
1.540000e+05,1.777000e-15
1.778000e+05,1.553000e-15
2.054000e+05,1.358000e-15
2.371000e+05,1.189000e-15
2.738000e+05,1.042000e-15
3.162000e+05,9.151000e-16
3.652000e+05,8.044000e-16
4.217000e+05,7.083000e-16
4.870000e+05,6.248000e-16
5.623000e+05,5.522000e-16
6.494000e+05,4.890000e-16
7.499000e+05,4.339000e-16
8.660000e+05,3.859000e-16
1.000000e+06,3.440000e-16
