X,Y
10.0,7.068E-12
20.0,7.011E-12
40.0,7.244E-12
60.0,7.558E-12
80.0,7.858E-12
100.0,8.133E-12
120.0,8.386E-12
140.0,8.621E-12
160.0,8.842E-12
180.0,9.053E-12
200.0,9.255E-12
220.0,9.451E-12
240.0,9.642E-12
260.0,9.828E-12
280.0,1.001E-11
300.0,1.019E-11
