X,Y
0,4
0,132
0,109
0,92
0,82
0,74
0,51
0,32
0,20
0,16
0,13
0,8
0,6
0,5283
0,4
0,4
0,4
0,4
0,3
0,2
0,2
0,1
0,0
0,0
0,0
0,171
0,149
0,7617
0,4284
0,3692
0,3280
0,2968
0,2724
0,2529
0,2369
0,2237
0,1511
0,1202
0,859
0,190
0,221
0,257
0,304
0,383
0,526
0,569
0,621
0,683
0,760
0,993
1,0
1,0
1,0
2,0
2,0
2,0
2,0
3,0
3,0
4,0
4,0
5,0
5,0
6,0
6,0
7,0
7,0
8,0
8,0
9,0
9,0
10,0
10,0
11,0
11,0
12,0
12,0
13,0
13,0
14,0
14,0
15,0
