X,Y
63.0,6.53
65.0,6.36
70.0,5.96
75.0,5.58
90.0,4.50
105.0,3.57
120.0,2.84
135.0,2.24
150.0,1.81
165.0,1.51
180.0,1.24
195.0,1.04
210.0,0.884
225.0,0.780
240.0,0.686
255.0,0.593
270.0,0.500
285.0,0.429
300.0,0.378
315.0,0.332
330.0,0.304
345.0,0.276
360.0,0.248
375.0,0.220
390.0,0.192
405.0,0.175
420.0,0.160
435.0,0.146
450.0,0.131
465.0,0.121
480.0,0.112
495.0,0.103
510.0,0.0938
525.0,0.0860
540.0,0.0802
555.0,0.0745
570.0,0.0690
585.0,0.0649
600.0,0.0611
615.0,0.0573
630.0,0.0535
645.0,0.0501
