X,Y
10,3.32336077696822E-10
100,3.83809654821561E-10
500,3.88753994671783E-10
1000,3.89376498933866E-10
5000,3.8987521996587E-10
10000,3.89937604991734E-10
15000,3.89958402218588E-10
20000,3.89968801247967E-10
30000,3.89979200554657E-10
41000,3.89984780784767E-10
