Kr2+ + Kr --> Kr(total)
X = Energy (eV),Y = Cross section (cm2)
5.040000e-01,5.580000e-15
1.008000e+00,4.610000e-15
2.016000e+00,3.710000e-15
3.948000e+00,3.120000e-15
4.032000e+00,3.300000e-15
8.064000e+00,3.180000e-15
1.008000e+01,3.040000e-15
1.579200e+01,3.030000e-15
2.016000e+01,2.930000e-15
3.217200e+01,2.660000e-15
3.956400e+01,2.550000e-15
4.023600e+01,2.840000e-15
6.543600e+01,2.550000e-15
1.008000e+02,2.600000e-15
1.260000e+02,2.590000e-15
1.276800e+02,2.470000e-15
2.016000e+02,2.320000e-15
2.520000e+02,2.340000e-15
4.023600e+02,2.280000e-15
5.056800e+02,2.120000e-15
1.008000e+03,2.160000e-15
1.008000e+03,2.060000e-15
1.562400e+03,1.940000e-15
1.604400e+03,2.100000e-15
